OGLE-SMC-LPV-00259  SMC136.7   2950  SRV   O  00:24:49.78 -72:49:34.5                                      
OGLE-SMC-LPV-00260  SMC136.7   2952  OSARG O  00:24:50.16 -72:48:36.3                                      
OGLE-SMC-LPV-00261  SMC136.7   2951  SRV   C  00:24:50.25 -72:46:09.8                                      
OGLE-SMC-LPV-00262  SMC139.3     44  OSARG O  00:24:50.28 -74:24:47.4                                      
OGLE-SMC-LPV-00263  SMC135.7   2857  OSARG O  00:24:51.94 -73:20:25.0                                      
OGLE-SMC-LPV-00264  SMC136.7   2970  OSARG O  00:24:51.94 -72:47:40.7                                      
OGLE-SMC-LPV-00265  SMC136.7   2954  OSARG O  00:24:57.49 -72:46:06.7                                      
OGLE-SMC-LPV-00266  SMC138.6   4041  OSARG O  00:24:57.61 -73:52:25.3                                      
OGLE-SMC-LPV-00267  SMC136.7   2955  OSARG O  00:24:57.89 -72:48:03.0                                      
OGLE-SMC-LPV-00268  SMC138.5   4309  OSARG O  00:24:58.53 -73:45:13.5                                      
OGLE-SMC-LPV-00269  SMC135.8   3133  OSARG O  00:24:59.10 -73:34:36.2                                      
OGLE-SMC-LPV-00270  SMC136.7   2956  OSARG O  00:24:59.42 -72:48:02.6                                      
OGLE-SMC-LPV-00271  SMC140.4     55  OSARG O  00:24:59.57 -71:53:47.7                                      
OGLE-SMC-LPV-00272  SMC136.7   2976  OSARG O  00:25:00.24 -72:47:30.2                                      
