OGLE-LMC-CEP-0134  LMC137.8   9168       1O 04:49:51.16 -70:36:53.0                                                   
OGLE-LMC-CEP-0135  LMC135.5  15679       2O 04:49:53.06 -68:58:14.8                                                   
OGLE-LMC-CEP-0136  LMC135.6  14664    1O/2O 04:49:53.46 -69:09:00.0                                                   
OGLE-LMC-CEP-0137  LMC136.6   8726        F 04:49:53.77 -69:45:16.4                                044955-6945.3      
OGLE-LMC-CEP-0138  LMC141.1  12938        F 04:49:55.61 -68:54:54.4                                                   
OGLE-LMC-CEP-0139  LMC135.6  14648        F 04:49:57.13 -69:07:38.0                                                   
OGLE-LMC-CEP-0140  LMC139.1     95        F 04:49:57.59 -67:41:37.6                 47.1531.22                        
OGLE-LMC-CEP-0141  LMC140.3  12351       1O 04:49:58.05 -67:57:03.3                 47.1527.23                        
OGLE-LMC-CEP-0142  LMC136.6     62        F 04:49:59.70 -69:47:06.3                                                   
OGLE-LMC-CEP-0143  LMC140.3  12403       1O 04:49:59.98 -67:55:28.6                 47.1527.30                        
OGLE-LMC-CEP-0144  LMC138.3      4       1O 04:50:00.49 -66:43:54.0                                                   
OGLE-LMC-CEP-0145  LMC141.3  13743       1O 04:50:01.45 -68:35:16.2                                                   
OGLE-LMC-CEP-0146  LMC139.2     78    1O/2O 04:50:02.56 -67:31:28.1                                                   
OGLE-LMC-CEP-0147  LMC140.1  17934        F 04:50:03.19 -68:15:34.9                                045004-6815.6 V0077 HV12446
OGLE-LMC-CEP-0148  LMC137.8   9149       1O 04:50:04.15 -70:37:14.8                                                   
OGLE-LMC-CEP-0149  LMC136.5    150        F 04:50:09.58 -69:39:39.7                                                   
OGLE-LMC-CEP-0150  LMC137.7   9741       1O 04:50:09.75 -70:30:54.0                                                   
OGLE-LMC-CEP-0151  LMC141.1  12817        F 04:50:14.34 -68:49:28.1                                                   
OGLE-LMC-CEP-0152  LMC135.5  15635        F 04:50:15.61 -68:59:52.9                                                   
OGLE-LMC-CEP-0153  LMC141.2  12769       1O 04:50:17.40 -68:47:50.7                                                   
OGLE-LMC-CEP-0154  LMC141.1  12866        F 04:50:17.80 -68:53:56.0                                                   
OGLE-LMC-CEP-0155  LMC136.6     23        F 04:50:19.00 -69:43:02.2                                              V0085 HV12474
OGLE-LMC-CEP-0156  LMC135.7  17321       1O 04:50:20.15 -69:19:49.7                                                   
OGLE-LMC-CEP-0157  LMC139.4     21       1O 04:50:23.08 -67:11:48.3                                                   
OGLE-LMC-CEP-0158  LMC135.6  14657        F 04:50:23.41 -69:09:17.4                                                   
OGLE-LMC-CEP-0159  LMC137.7   9719        F 04:50:26.54 -70:33:27.5                                              V0092 HV12406
OGLE-LMC-CEP-0160  LMC135.6  14659        F 04:50:27.60 -69:07:56.6                                                   
OGLE-LMC-CEP-0161  LMC140.2  12948        F 04:50:29.05 -68:06:53.8                 47.1645.16                        
OGLE-LMC-CEP-0162  LMC135.8     15        F 04:50:30.83 -69:30:14.9                                              V0087 HV12472
OGLE-LMC-CEP-0163  LMC140.2  12887        F 04:50:32.68 -68:12:49.6                 47.1644.21                        
OGLE-LMC-CEP-0164  LMC141.2  12795        F 04:50:35.98 -68:44:31.2                                                   
OGLE-LMC-CEP-0165  LMC135.6  18069        F 04:50:37.74 -69:10:25.9                                                   
OGLE-LMC-CEP-0166  LMC137.7   9756        F 04:50:38.03 -70:34:31.7                                              V0096 HV12408
OGLE-LMC-CEP-0167  LMC135.5   3809        F 04:50:41.97 -69:01:52.9                                                   
OGLE-LMC-CEP-0168  LMC135.8   2941        F 04:50:43.72 -69:31:44.7                                                   
OGLE-LMC-CEP-0169  LMC135.5   3822        F 04:50:48.65 -69:05:07.0                                                   
OGLE-LMC-CEP-0170  LMC135.6  18056        F 04:50:49.00 -69:07:04.8                                                   
OGLE-LMC-CEP-0171  LMC135.7  20883        F 04:50:50.55 -69:15:22.2                                                   
OGLE-LMC-CEP-0172  LMC135.5   3844        F 04:50:50.58 -69:05:28.3                                                   
OGLE-LMC-CEP-0173  LMC138.2    103        F 04:50:51.45 -66:59:56.7                                                   
OGLE-LMC-CEP-0174  LMC135.7  20856        F 04:50:52.43 -69:18:55.9                                              V0097 HV12471
OGLE-LMC-CEP-0175  LMC135.8   2908        F 04:50:54.07 -69:31:41.6                                              V0099 HV12476
OGLE-LMC-CEP-0176  LMC134.8     48        F 04:50:55.69 -68:53:40.4                                                   
OGLE-LMC-CEP-0177  LMC135.6   3490        F 04:50:56.40 -69:12:50.9                                                   
OGLE-LMC-CEP-0178  LMC137.5  12281    1O/2O 04:50:58.52 -70:09:09.8                                                   
